Date,total,SP500,AMZN,AVGO,BABA,BKNG,CMCSA,COST,FB,FICO,GIB,HD,INTU,LMT,MCD,MSI,MTCH,NFLX,PAYC,PEP,SNPS,TTWO,UI,VZ
2020-01-24,3389.968327616615,3295.469970703125,159.73917638746457,163.70597470143156,158.4305057187652,21.023097777160142,160.09206498957036,173.52140717161558,169.22868299373116,174.1144310094509,166.70227786039996,172.04343304548226,176.30774712092386,176.4053615022929,171.37016174509228,167.66464994952528,168.0483130117656,174.42502667228584,188.66884241191272,171.40771052981088,171.38886268640874,70.27502721047988,148.32787798599733,87.0776951350479
2020-01-27,3339.034988582352,3243.6298828125,156.8818450389699,156.1421517350216,152.2934091388599,20.44401425520289,157.97377966889908,172.92905181371748,166.84484666061775,171.75349039009532,164.82640608655032,171.44276597333172,173.66387939704643,176.35641865367793,169.82876396157963,166.11547969877793,165.50869173943886,169.34775562608468,187.30241588884638,170.4722374911303,167.30579355446326,69.03534212658988,146.02323787360888,86.54321180984219
2020-01-28,3377.2003533446873,3276.239990234375,159.0192659755296,160.8310136035182,155.82149492569758,20.53569028837708,158.1173954829007,173.71140633791785,169.11220207467295,173.96129480977245,166.02541538999077,173.4227472285494,176.35671835634145,178.31013700966872,170.68058742367663,167.1140458782375,165.34279111578726,172.13333262306998,190.93423423408842,170.83203903683824,169.16375578227158,70.66207973935597,147.42829547485795,87.68441055356753
2020-01-29,3354.489639605408,3273.39990234375,159.42684267235074,160.42680748809474,157.1482409327754,20.28400772347784,155.5323656147031,173.0016850108525,173.33632081528538,174.13570858076937,152.41074914513726,173.54140058772674,174.9858225975121,176.95191072402088,173.96618513244167,167.4406688954394,161.010143999245,169.48604646887725,193.00784240297511,169.98050932200502,167.37254404539243,70.62842448629227,144.42113309827346,85.99427986175968
2020-01-30,3351.361074607219,3283.659912109375,160.5148625475125,159.259645753874,154.59852712474836,20.0498895455229,158.47642132194687,172.94022221618835,162.69838186604414,174.36542586233176,150.68957825417024,172.62926561888386,175.42034425730998,177.79212948475512,175.3777662730669,168.0472789102531,160.12318685758703,171.74809277010695,195.14738420433432,172.4991018416938,167.7953197895684,71.48105704130617,143.95848468780997,85.7487083782045
2020-01-31,3301.919481972711,3225.52001953125,172.35946326269973,154.18677728209272,153.12354430994088,19.60500133895714,155.0656210671768,170.7328483636466,156.78151610640924,171.1707004379112,147.98211361803828,169.15132813682882,171.5952836114211,174.6188728439476,173.58489284349173,165.18224666676232,155.43319958363676,170.43926603071796,190.67653523782275,170.32832419295386,164.1127536031979,69.91602357893078,140.00890004758287,85.86426980854368
2020-02-03,3328.4397769416873,3248.919921875,171.97162018267576,154.22214955754788,157.94873326620785,19.695821051070777,153.16275946750793,168.76578312364998,158.55191707147054,176.89226403133893,148.40757424357983,171.70230746669915,173.07633663435908,172.88132703421724,174.56650819084422,164.2770094865067,158.34291341975228,176.815491282027,193.8588709335101,170.91598236068558,167.1722755963865,69.75334938968808,141.60244210156046,83.85634105040178
2020-02-04,3397.473156924938,3297.590087890625,175.87319922767225,157.44068739551867,165.19762286870102,19.968709001622162,158.97906297499466,170.38637829250425,162.93133185583193,179.338288971879,147.49863831710383,174.26813261072556,178.04587111422322,175.7038182950732,174.11220564541009,166.41412110422579,162.08850657731614,182.2533133092027,202.41102089481836,171.76751207551882,173.3469506506108,71.20058518667963,144.0441641928164,84.20303636248943
2020-02-05,3376.8985805812817,3334.68994140625,175.0323104325063,160.36112052495656,163.22604052764015,20.76959536658718,160.09206498957036,172.6496382654995,163.14874868674622,174.75678258287311,146.80244745789386,176.57440494597742,177.3665306314453,177.50254266557226,173.9093911248544,164.89294670523844,152.20445395527045,182.57928781133623,193.27753930850622,173.06278665990735,171.56687531303214,67.73956352770675,143.9670474091678,85.41646168899365
2020-02-06,3383.1567246539685,3345.780029296875,175.92125540276004,161.5282822591773,163.73004793586978,21.001036070447444,160.12796209509185,173.57727623801952,163.72335708177891,175.99468545845266,151.21173984169678,177.11574533853928,180.05936959074032,179.04430463352622,172.6925040015204,166.98337958334957,155.98196222612955,181.23588459310625,174.22546294832364,173.09876498445144,172.1899025299956,71.65494822168314,146.1945838107647,85.86426980854368
2020-02-07,3351.3959954991406,3327.7099609375,178.41391286462525,159.2748030977155,160.49102788251514,20.451510659723816,160.63061744409748,175.26494498384776,164.87256202351568,177.64522262589207,149.181137675974,175.97373787382685,180.36537444241142,179.12588434609552,171.67032327429357,167.47800619112334,153.56996730964042,181.14697149429063,175.9155221001282,174.34605626926992,171.64474522704336,63.16226080596441,124.18486024974393,86.58654665740251
2020-02-10,3369.715860136151,3352.090087890625,183.10146385082408,158.75438039985724,159.92772348924498,20.205719060777014,160.34338581609424,175.35435936576346,165.4393979149473,178.547059309451,150.38016173390974,178.42832125034684,182.2197630964562,179.36652831666342,172.96834115737622,171.78021103831554,150.81340169079567,183.27074202529914,178.58844046842108,174.6938711402188,174.5818856614557,62.26475172709166,121.66603444769642,87.01991717514584
2020-02-11,3368.1000843387365,3357.75,184.5507325103368,161.7657575923442,160.99504660048825,20.448405678779064,160.81013036362057,173.61639822774194,160.88139327269104,175.15665552475977,148.81369172582532,179.19213386251445,181.71792933427656,179.40323545312467,175.0127026118299,172.14417135120138,149.00121313966574,184.56475242698076,176.65268022961632,175.19758598410317,176.02820854438852,63.04446314058057,124.3219422286114,84.78085453525546
2020-02-12,3396.4876291971113,3379.449951171875,185.3401400281365,164.05966661703326,166.25752678822454,20.995252308047625,165.22621392448622,176.0975919002414,163.65346379101254,174.6546917830875,149.5872551582195,179.15505327334566,182.7766941677441,178.07764603143113,176.4161880068226,172.3401423135213,150.90911293333806,187.68619153295214,177.61156191706962,175.19758598410317,177.47453142732138,63.958799845985176,124.8959583081548,84.11636115683376
2020-02-13,3403.689526453729,3373.93994140625,184.4709391489988,163.69081735759005,163.3298074240253,20.990753680918832,165.40572684400928,177.81878890753183,165.50151870211263,177.85366233613595,148.8717211557135,179.72606266340543,182.28096780220122,177.30268855128898,176.38373075139677,171.82686129791153,150.2774085033553,188.37270194348878,181.76479549897155,175.66532250344346,179.53274512791717,62.94349310172858,124.95593657623071,84.72307657535339
