Date,total,SP500,ACN,ADBE,AMZN,FICO,HD,KO,LOGI,MCD,MSFT,MTCH,NVDA,PAYC,SNPS,TTWO
2020-01-02,3258.4690891748046,3257.85009765625,40.234448706054685,287.8962131298828,325.7524312646484,325.7524312646484,119.17215657226564,25.96506527832031,286.2347095800781,325.7524312646484,100.8630390234375,287.86363462890625,325.7524312646484,325.785009765625,233.84848000976564,247.59660742187498
2020-01-03,3238.4127664998737,3234.85009765625,40.16744090639386,285.64077345887125,321.7981061017539,324.90172506011066,118.77610366271551,25.823410457719763,283.47264309363743,324.6005738494273,99.60711769247433,286.31877014913687,320.5384421686498,326.87575871802335,232.0316397745034,247.8602614064563
2020-01-06,3264.1775740460507,3246.280029296875,39.90514438581369,287.27639544178965,326.5882607605459,326.6711825424922,119.3349172481292,25.813966682932005,283.292515293981,328.25087015329234,99.86458386498242,286.6909163004379,321.8826617545497,333.3243423162729,232.3917360355799,252.8900812652517
2020-01-07,3277.5781192845216,3237.179931640625,39.04359299663577,287.0009413469455,327.27133846161723,330.4908450931889,118.55367262666554,25.615652816036626,284.0731072681025,328.7375812781723,98.954042816418,288.50639418135574,325.7795725663982,335.00240355881203,233.99581028054453,254.55316399362863
2020-01-08,3309.7398849857454,3253.050048828125,39.120177095171265,290.8575613872999,324.7157889922582,332.9068475986969,120.3277399863581,25.662869888759563,285.93448894552864,334.0589001318386,100.53022063728581,291.9006008777021,326.39060407113556,339.35340145913983,238.7424973940579,259.2381865205134
2020-01-09,3344.775158784823,3274.699951171875,39.46862524900765,293.07858571598945,326.2741883210673,341.5670564916258,122.17234718222548,26.13032683406646,287.9760213279775,338.0174476399661,101.78614196824897,293.3890649692562,329.97522416445344,341.9544238193192,243.3418792122578,259.64382588936127
2020-01-10,3343.048418921692,3265.35009765625,39.75772547372908,292.5276249837939,323.20375363573686,343.6938220029702,121.64609235466598,26.220039992726385,285.2739898063002,336.26530244349215,101.31517146913778,299.0159979313462,331.7403825500871,342.3019973981008,242.9981668565264,257.08835202307876
2020-01-13,3391.391919947859,3288.1298828125,40.127233889489645,297.53781577327595,324.6008113691604,347.87079258262963,121.16866324636,26.50334783271161,288.1561720330001,335.03229762644224,102.53341669327915,305.6916105476083,342.1411987217835,354.1084156422017,245.40422827304243,260.51591571687476
2020-01-14,3353.4342956415812,3283.14990234375,39.771125865107386,296.67695933266066,320.8489959921375,342.6389286555281,120.88112297295349,26.4419641971991,283.71282876342343,336.3464250901648,101.81126576074307,305.1390855906208,335.75949137546274,343.41674216903004,242.5562259951206,257.4331338814297
2020-01-15,3360.2712212690008,3289.2900390625,39.68114137519359,295.22210984632045,319.5755266331042,343.57471067281824,121.84682583049833,26.77248910990726,282.2717376500735,340.3211872255644,102.47061679396326,309.7060106154356,333.43764624424426,346.5091667032098,242.09792620383513,256.7841263648328
2020-01-16,3392.951914044451,3316.81005859375,40.01044569543458,297.32260166312216,322.3078374373896,346.95201534329277,124.14173397563579,26.829149957417957,281.97151701552406,342.0733324220384,104.34822263324415,312.3446871113144,337.9998711643298,352.7659666481704,245.01141415220656,258.8731188253302
2020-01-17,3403.5379393077446,3329.6201171875,40.052566219282944,301.0759231340032,320.03891494718516,344.5104926901084,125.81814989682131,26.885810804928656,279.62976399852585,343.9065755100289,104.93223103474007,310.8900270985945,338.4751132861142,355.0792952389204,248.56325002240175,263.67982542608945
2020-01-21,3419.293202466954,3320.7900390625,40.04299284179293,301.2997542153644,324.7209428725938,346.68829849680554,126.38237752434958,26.994411513164106,286.9552665894362,342.5762581741904,104.5554508026834,307.2703092346244,336.6556515784299,359.3224216928341,251.3785344405642,264.45053249012057
2020-01-22,3431.881826114798,3321.75,40.092773236187156,301.35140350010096,323.9417432081893,349.6147299173348,126.35524936531368,27.20217095606311,291.57873765866924,343.03051528937,104.05308035391425,306.52607718884735,339.60209886526064,363.51759308867764,251.13300063957635,263.8826528472933
2020-01-23,3456.271908056132,3325.5400390625,40.335920080402644,302.8148699576485,323.4474525628275,353.11111995646826,126.76214691579668,27.306050677512612,291.0983663190972,346.2427691053275,104.69360291564288,304.3271851303505,343.33607899240644,377.3856398818956,253.63731553723227,261.7733900235233
2020-01-24,3419.2107489914188,3295.469970703125,39.9319510113396,302.47912333560674,319.5103070010518,348.1940391326998,125.86697561607482,27.23522326721234,288.99679897188497,342.70604945783543,103.63862401503577,296.9749787543921,340.1044822887949,377.33768482382544,252.14782872782172,254.08668258784348
2020-01-27,3359.5353923491916,3243.6298828125,39.54520934754314,298.63109399520613,313.79507272347666,343.4726300821126,125.42752758608948,27.140787320550597,281.01079724174616,339.6235621703668,101.90545602779757,292.4869600419363,326.14618732553043,374.60483177769277,246.1408047005406,249.60447200860278
