Date,total,SP500,TEAM,NVDA,PAYC,LOGI,MCD,RACE,EL,FICO,NYT,VZ,WIX,SHOP,SQ,UI,DELL,AMZN,TTWO,MSI,NFLX,COST,TMUS,MTCH,FISV,AMD,PEP,LMT,GPN,SBUX,SNE
2020-01-16,3390.164262227008,3316.81005859375,178.58788205698372,169.01683726589152,176.3829833240852,45.25151820986671,171.05377158817808,167.62916615674558,171.6692126116711,173.49335700734716,74.68807612591922,6.113679781148457,56.37331752004436,180.26381379877049,59.256016710617004,146.3145272740595,159.9330862328534,161.17003572226704,83.41845631621496,16.37576055451284,113.95988800395332,146.68349846267768,142.53444723812686,100.85099505755772,169.5057862867903,165.11528094765325,21.766932648863737,105.88068721268728,171.91138121106147,17.485718913864726,37.47814798659489
2020-01-17,3397.9247320151076,3329.6201171875,176.10897421546497,169.25448209126625,177.5396476194602,44.875707630084385,171.97048480349486,168.14149676952118,173.19733359841132,172.27247359241343,75.17652642965871,6.16081084383028,55.425005893850404,181.69378843102345,59.13668692676968,146.14318133690367,156.81791120835953,160.03546101969457,84.96735427217014,16.68459365219001,114.3132633828367,147.48218795927326,143.7770715506408,100.38130911184814,170.1685258848087,168.96365745846376,22.024187185492888,105.8707362328676,174.2538312248557,17.682145391715295,37.40589629773739
2020-01-21,3401.8903706180404,3320.7900390625,174.0807732128776,168.34466025524054,179.66121084641705,46.05132322912645,171.30525961305653,168.34448789904897,171.50379237303255,173.36148539694247,74.7546799057189,6.180277758497645,55.468470528422024,185.9117930512475,58.224662719944824,145.94613416281732,153.54697980933088,162.37670910720766,85.21570448267174,16.762276421754624,113.78824824076854,151.6353969771186,143.5670454622522,99.21256136785689,170.06982067391627,169.3617618821996,22.117735587376956,105.99260727175754,174.40297447814424,17.476274765122238,37.2252631381719
2020-01-22,3404.889547622813,3321.75,174.2663595716962,169.81803123575395,181.75879654433882,46.79330982229952,171.53241088577363,167.34882540628743,167.49445194110842,174.82484744341176,75.04331040060616,6.1966710526509425,55.32226801438023,185.64018198010388,58.54856342151799,145.8690173791687,155.57183644518213,161.9870703111258,85.03271273987122,16.83806410179748,109.71272820564486,150.97224257829552,144.37212543855165,98.97226100269144,172.08623634620022,170.62244065545985,22.354723127524483,105.56232417182026,175.51717806080813,17.476274765122238,37.35428457362054
2020-01-23,3427.1227934649287,3325.5400390625,175.83058456353908,171.68520801700495,188.6928199409478,46.716218587517304,173.13869842250605,166.51749398270692,164.5248563746864,176.57321729996414,74.48825631706698,6.199744673165011,55.48032397155808,187.43362932213876,59.059977709861606,146.41733222178158,156.91136265639045,161.73990027144092,84.35303054836956,16.77174897830388,117.65512408075705,151.4514533218093,143.8295747345396,98.26227469181643,172.3541551006488,171.55135519601401,22.396817767241096,106.64674567058259,175.27152877458207,17.70669816108107,37.4626621069068
2020-01-24,3421.355912917021,3295.469970703125,194.58813665821683,170.0692480692044,188.66884241191272,46.37895362512609,171.37016174509228,166.7301611899102,161.7443107925371,174.1144310094509,72.55667047779754,6.17617933724758,55.72530316866089,185.9277737582877,60.6368411418317,148.32787798599733,155.69644629818978,159.7711306135873,81.87609021810904,17.01995366658248,118.85321317449556,150.30424289205342,142.7794709981835,95.88836740451345,170.3941331848224,167.03946287530277,22.283002368875408,107.57198944409821,174.3854376626153,17.38183904159647,37.09624170272325
2020-01-27,3357.5395590624116,3243.6298828125,190.66430500679655,163.08940260302558,187.30241588884638,45.09733941621467,169.82876396157963,162.4478478132918,155.16710450837064,171.75349039009532,72.5788689145797,6.138269917801885,55.172122391584125,180.1879206774645,60.56013192492364,146.02323787360888,149.99568218275982,156.9132276845068,80.43175683540372,16.86269448346126,115.39356068361408,149.79114468104206,141.27431741338216,94.4392595065238,168.22261854518842,163.42331499963083,22.161390873846937,107.5421440950128,171.51658867154686,16.75856413091129,36.8020729873972
2020-01-28,3412.2619425457183,3276.239990234375,197.87569533928317,168.36502862766562,190.93423423408842,45.14551959999736,170.68058742367663,165.541168895178,155.26162349090743,173.96129480977245,72.82309406644946,6.219211978679338,56.42468645977945,186.7985333515053,63.756479355803094,147.42829547485795,151.6467211430377,159.05107619076776,82.32703771726108,16.964060812693656,117.29165284935986,150.46882016990443,142.91948839044258,94.3445966106682,169.81600573761264,167.6366258386623,22.20816507478897,108.73352154849599,173.73621404222806,16.734009920570728,37.16849339158075
2020-01-29,3399.863173200759,3273.39990234375,197.71660686929863,166.71511793905276,193.00784240297511,44.88534587238836,173.96618513244167,166.8944922590912,156.53767783195067,174.13570858076937,71.44656231071919,6.099335697620192,56.6617613517188,188.40026096788958,64.91568854430754,144.42113309827346,152.48781982566499,159.4587344192346,82.28782662556127,16.997216928910696,115.48779206389295,149.85405955640041,140.4692374370827,91.8723881659692,169.26607516863166,157.61757381014448,22.09746621186065,107.90527515950792,174.82409901471644,16.37893211886477,37.0549578358202
2020-01-30,3419.1939034597044,3283.659912109375,198.28663511756744,166.89844365119006,195.14738420433432,44.32644544795446,175.3777662730669,166.7301611899102,156.49041834068228,174.36542586233176,72.3124453259278,6.08191799357786,57.25841279258547,190.48130008810827,64.86454256338334,143.95848468780997,153.82734603687334,160.5469719419009,83.28121250911455,17.05879505136479,117.02915041355088,149.80082048366233,141.6593585656979,91.36629042093915,170.94407451186453,161.83088464917594,22.42488323942019,108.41764055980369,175.4996278583971,16.21272432323556,36.714339356273335
2020-01-31,3363.337958620613,3225.52001953125,194.86652631014272,160.52967007838697,190.67653523782275,43.00628929756434,173.58489284349173,163.19218303850326,153.72562992868887,171.1707004379112,71.06912112979688,6.090114445231027,56.381221825207824,185.99966865540668,63.66271931092512,140.00890004758287,151.92708737058013,172.39394205110995,81.45782195280755,16.767960244790128,116.13731587333122,147.8887932525907,138.59654821219644,88.69018368242313,167.2496594963477,155.9256205176335,22.142682145083995,106.48258866023924,171.47271985896032,16.02196519921536,36.21889751664114
2020-02-03,3405.315177840504,3248.919921875,198.0480125262887,163.1776724570753,193.8588709335101,43.36282706865111,174.56650819084422,164.57450513520615,154.5448224888057,176.89226403133893,71.33555318790198,5.947697628990449,57.37695325316428,187.48955570192547,68.01827593030903,141.60244210156046,153.20430865528462,172.00602138695314,81.26829336600672,16.67606791763675,120.48207575957319,146.1849213417056,139.06909022007895,90.35046639731064,171.945230438934,159.3095397581669,22.21907770688912,105.42303322546567,173.76253265240356,16.244833564375156,36.37372481414821
2020-02-04,3478.604517217915,3297.590087890625,201.61394063188487,167.79469347914008,202.41102089481836,43.87354363338992,174.11220564541009,162.9118422880451,157.86887625893982,179.338288971879,74.93230127778897,5.972287765643876,58.59000182476057,193.90842427089987,68.95586987610325,144.0441641928164,158.96737769721844,175.90838090385304,82.95444011521333,16.89301013369031,124.18740768889072,147.58868087696717,142.65695911815519,92.48770185301659,174.6948832838389,164.05366071401667,22.329776569817444,107.14418839633564,178.04387173271297,16.692457971663423,37.67425915100501
2020-02-05,3441.1503463285103,3334.68994140625,194.30976723368698,170.2593597853796,193.27753930850622,44.16263208791084,173.9093911248544,162.28351674411078,158.57780468556322,174.75678258287311,75.93140032205012,6.058352657660429,57.49153854655223,189.95404646315328,66.697116391018,143.9670474091678,158.2197423460717,175.06732389728577,78.92206997114835,16.738592862086843,124.40952671464451,149.54911666557567,143.14700663826846,86.84786142687732,171.56450265544802,165.3475095827918,22.49816226578795,108.24105051746596,176.03479524343578,16.53758344272016,36.38920675641457
2020-02-06,3463.1472209709746,3345.780029296875,196.11261481680864,172.628980593843,174.22546294832364,44.13372103691131,172.6925040015204,163.17284563327067,166.62011529504568,175.99468545845266,85.58933798785054,6.090114445231027,58.111896873691,188.92351636865754,66.91873163372824,146.1945838107647,164.6369952911213,175.95644669209847,83.48380979776499,16.950796631571126,123.4941317617426,150.35263667737252,144.86217295866493,89.0033076462295,171.56450265544802,163.62237353925448,22.502839447978683,109.18121696552429,176.92966815004908,16.27127545168439,36.925936400371555
2020-02-07,3430.281531746433,3327.7099609375,196.1921489381029,170.82290892986728,175.9155221001282,43.478460244912036,171.67032327429357,161.20084330286178,164.59575763078817,177.64522262589207,83.08049115880657,6.141343538315953,57.31373087029314,191.20427166290088,67.21705609334656,124.18486024974393,160.8053314370078,178.4496027851823,73.58914210932771,17.00100710795421,123.43354637620962,151.8144953450089,149.53515661755873,87.6270233468808,171.8324214098966,164.98257525457083,22.66498731500509,109.23096427424905,176.15761988654882,16.322270108359398,36.172447752420325
