Date,total,SP500,ACN,ADBE,AMZN,AVGO,COST,FICO,GIB,HD,KO,LMT,LOGI,MCD,MSFT,MSI,MTCH,NFLX,NVDA,PAYC,PEP,RACE,SNE,SNPS,TTWO,UI,VZ
2020-01-21,3393.8932141190317,3320.7900390625,23.37732618537061,170.4762669544893,162.37670910720766,8.996980455869348,175.05818168681438,173.36148539694247,121.06744591108546,90.58900871209529,9.754567773891171,173.81536121967454,163.30256464229242,171.30525961305653,115.90255399057152,178.3220895931343,173.87409983851543,166.99185242261308,168.34466025524054,179.66121084641705,76.22111956265289,168.34448789904897,170.13374377592274,175.1034650602983,173.9806134803425,145.94613416281732,57.586025572668156
2020-01-22,3394.0411958257314,3321.75,23.406388261774044,170.5054902682477,161.9870703111258,9.140081531184846,174.29259129334508,174.82484744341176,121.13779479565498,90.56956365113517,9.829642704323936,173.10974773994795,165.93372277411183,171.53241088577363,115.34566271790496,179.12834150848386,173.45296355186025,161.01075463111957,169.81803123575395,181.75879654433882,77.03781508562282,167.34882540628743,170.72342126883245,174.932432877944,173.60700845216667,145.8690173791687,57.738773506211125
2020-01-23,3421.210164148151,3325.5400390625,23.548338767587296,171.33352379633843,161.73990027144092,9.335166291533177,174.8458246615208,176.57321729996414,121.68657621337354,90.86122176413856,9.867180169540317,174.8880709586464,165.66034960112523,173.13869842250605,116.05569935610026,178.42286147131787,172.2086833014659,172.6667509256781,171.68520801700495,188.6928199409478,77.18287969018469,166.51749398270692,171.21874820341316,176.67687067235462,172.21933554179168,146.41733222178158,57.767412605688556
2020-01-24,3403.822085529753,3295.469970703125,23.31249933536506,171.14355739255788,159.7711306135873,9.462205337742743,173.52140717161558,174.1144310094509,121.29257737122701,90.21957628905089,9.841586324914875,176.4053615022929,164.46437455718475,171.37016174509228,114.88622662131874,181.06333687853703,168.0483130117656,174.42502667228584,170.0692480692044,188.66884241191272,76.79065431735525,166.7301611899102,169.54406628301302,175.63933458332528,167.16229117621285,148.32787798599733,57.54783767883291
2020-01-27,3351.927329693563,3243.6298828125,23.08671735998268,168.9663313314508,156.9132276845068,9.025016370284247,172.92905181371748,171.75349039009532,119.92769306857402,89.90458647641515,9.807461415707118,176.35641865367793,159.91964331991022,169.82876396157963,112.96496288352755,179.39036684533258,165.50869173943886,169.34775562608468,163.08940260302558,187.30241588884638,76.37156239602636,162.4478478132918,168.199602319,171.45500466741476,164.21346842671238,146.02323787360888,57.19460876535193
2020-01-28,3393.9919045785286,3276.239990234375,23.499160071983244,172.7314268070691,159.05107619076776,9.29603258628335,173.71140633791785,173.96129480977245,120.8000922377573,90.9428886466513,9.727267976700668,178.31013700966872,160.09049503545168,170.68058742367663,115.17860277137729,180.46873204993253,165.34279111578726,172.13333262306998,168.36502862766562,190.93423423408842,76.53275348850352,165.541168895178,169.87428423940014,173.35904466311914,168.08296798134154,147.42829547485795,57.94880328050695
2020-01-29,3373.3059565040876,3273.39990234375,23.244317725718343,171.28481331862412,159.4587344192346,9.272669472811874,173.0016850108525,174.13570858076937,110.89406107800187,91.0051104682039,9.727267976700668,176.95191072402088,159.16789316449777,173.96618513244167,116.97456092745516,180.82145669053932,161.010143999245,169.48604646887725,166.71511793905276,193.00784240297511,76.15126817625823,166.8944922590912,169.3553831618839,171.5234105814639,168.00291266958203,144.42113309827346,56.831831057513135
2020-01-30,3384.7663588639357,3283.659912109375,23.290143367202138,173.75914802439203,160.5469719419009,9.205207524573916,172.94022221618835,174.36542586233176,109.64173713773427,90.5267868905427,10.042922573274279,177.79212948475512,157.185976765796,175.3777662730669,120.27413295500503,181.47654309962542,160.12318685758703,171.74809277010695,166.89844365119006,195.14738420433432,77.27959762507881,166.7301611899102,167.79862594274834,171.95667123341715,170.0310586139538,143.95848468780997,56.66953797141036
2020-01-31,3334.4652169813635,3225.52001953125,22.93694192420822,171.03153964460088,172.39394205110995,8.911995726904959,170.7328483636466,171.1707004379112,107.67178586848465,88.70295647495303,9.964435737711394,174.6188728439476,152.50457197717853,173.58489284349173,118.49904667042556,178.3825557956397,155.43319958363676,170.43926603071796,160.52967007838697,190.67653523782275,76.30708923844331,163.19218303850326,165.5342665294385,168.18277680180154,166.3083339175328,140.00890004758287,56.74591011728284
2020-02-03,3366.046830088635,3248.919921875,23.226433633396372,174.37286734202047,172.00602138695314,8.914040244426266,168.76578312364998,176.89226403133893,107.98135101962869,90.04069003553703,9.995148090910524,172.88132703421724,153.76889031436565,174.56650819084422,121.38791550033814,177.4049778471995,158.34291341975228,176.815491282027,163.1776724570753,193.8588709335101,76.57036009758711,164.57450513520615,166.24188671914175,171.31817544208502,165.92138294407252,141.60244210156046,55.4189117617912
2020-02-04,3429.655430831057,3297.590087890625,23.755119534447925,178.62989850880604,175.90838090385304,9.100071731460979,170.38637829250425,179.338288971879,107.32000923952474,91.38620874106448,10.039510017265652,175.7038182950732,155.57994196237564,174.11220564541009,125.38358834144927,179.71287376266287,162.08850657731614,182.2533133092027,167.79469347914008,202.41102089481836,76.95184540983242,162.9118422880451,172.185827929639,177.6459834501034,169.36390386936165,144.0441641928164,55.64803548300465
2020-02-05,3396.100172649922,3334.68994140625,23.720470171524678,178.05027801201268,175.06732389728577,9.268872766342488,172.6496382654995,174.75678258287311,106.81346077036358,92.59561795367055,10.041215969830711,177.50254266557226,156.605078325925,173.9093911248544,125.23044297592052,178.07013683071108,152.20445395527045,182.57928781133623,170.2593597853796,193.27753930850622,77.53212842363847,162.28351674411078,166.31264513900626,175.8217619522773,161.13121676428818,143.9670474091678,56.44996304455472
2020-02-06,3410.5473584387482,3345.780029296875,23.937310100746075,178.98059313825786,175.95644669209847,9.336334714580447,173.57727623801952,175.99468545845266,110.02166190881859,92.87949685553,10.065103861891096,179.04430463352622,156.50255686847987,172.6925040015204,127.82694627759211,180.32762374011836,155.98196222612955,181.23588459310625,172.628980593843,174.22546294832364,77.54824671303423,163.17284563327067,168.7657056689742,176.46024034637801,170.44469129800942,146.1945838107647,56.74591011728284
2020-02-07,3360.935135319817,3327.7099609375,23.648935507757702,178.3133027001893,178.4496027851823,9.206083619047956,175.26494498384776,177.64522262589207,108.54419577303868,92.2806281410348,10.099228120220346,179.12588434609552,154.1789370386952,171.67032327429357,128.0079314269363,180.86177774419372,153.56996730964042,181.14697149429063,170.82290892986728,175.9155221001282,78.10703320863291,161.20084330286178,165.32197327431592,175.9015630529242,150.24324644615703,124.18486024974393,57.22324786482936
2020-02-10,3390.3818856224966,3352.090087890625,23.757355472368403,180.21776792331727,183.1380914691179,9.176003187111748,175.35435936576346,178.547059309451,109.41660567759273,93.56781166368187,10.19477773582636,179.36652831666342,154.6573270562714,172.96834115737622,131.35622573161754,185.50778729839695,150.81340169079567,183.27074202529914,178.5496292526711,178.58844046842108,78.262854270818,161.96451593330585,165.510674390974,178.91154505170704,148.10835329945687,121.66603444769642,57.50965342679567
2020-02-11,3396.4342896347275,3357.75,23.711528125363692,179.86707329386542,184.58765004034487,9.350060788837492,173.61639822774194,175.15665552475977,108.27684209971052,93.96835499750257,10.167477938635857,179.40323545312467,156.40004844618508,175.0127026118299,128.39079484075813,185.9008329926581,149.00121313966574,184.56475242698076,181.89018737474706,176.65268022961632,78.4885185208782,165.45417269680894,165.8644844858256,180.39373697928733,149.96304267502515,124.3219422286114,56.02990349596306
2020-02-12,3419.598014342153,3379.449951171875,23.694762854762413,182.3073240431491,185.37721547123076,9.482648730464522,176.0975919002414,174.6546917830875,108.83968685312051,93.94890993654245,10.136765585436727,178.07764603143113,156.70758674821982,176.4161880068226,128.57874790241934,186.11246470142692,150.90911293333806,187.68619153295214,185.04740942437414,177.61156191706962,78.4885185208782,167.99648835545437,166.92589677485154,181.8759289068676,152.1379634776051,124.8959583081548,55.59075364225179
2020-02-13,3414.6987276927825,3373.93994140625,23.740588496246207,182.57520937405152,184.50784071714224,9.461329243268704,177.81878890753183,177.85366233613595,108.31906431289714,94.2483472606898,10.170890494644484,177.30268855128898,150.52265557847676,176.38373075139677,127.88263646704053,185.5581655485006,150.2774085033553,188.37270194348878,183.85240965377415,181.76479549897155,78.69806448154264,166.5658301207292,164.166210426961,183.98518664471945,149.72286655977305,124.95593657623071,55.99171924392582
